iter	RMSE
0	0.388628759
1	0.3790052556
2	0.3687776614
3	0.3599738316
4	0.3511159745
5	0.3416252084
6	0.3329594162
7	0.3251869186
8	0.3178316724
9	0.3107286334
10	0.3030549678
11	0.2957605387
12	0.2895409798
13	0.2830544254
14	0.2765914564
15	0.2704250753
16	0.264794871
17	0.2595242088
18	0.2543996357
19	0.2495194757
20	0.2443234052
21	0.2396859899
22	0.2351355707
23	0.2307714132
24	0.2265447123
25	0.2223633999
26	0.2185877826
27	0.21498752
28	0.2115404339
29	0.2082133867
30	0.2051029436
31	0.2018780962
32	0.1984214022
33	0.1955498239
34	0.1928191634
35	0.1899844531
36	0.1872908071
37	0.1850877317
38	0.182768318
39	0.180309291
40	0.1780432364
41	0.176014237
42	0.1738825505
43	0.1716789262
44	0.169699781
45	0.1680771243
46	0.1663654493
47	0.1647714566
48	0.1630912972
49	0.1613483584
50	0.1594857093
51	0.1579950155
52	0.1563079897
53	0.1549093607
54	0.1538018926
55	0.1526209652
56	0.1514118364
57	0.1503606532
58	0.1491411978
59	0.1477891393
60	0.1466537836
61	0.1455471994
62	0.1446110996
63	0.143586084
64	0.1427120292
65	0.1417617371
66	0.1407609044
67	0.1397017594
68	0.1388192535
69	0.1379600548
70	0.1371692479
71	0.1363829264
72	0.1355829748
73	0.1347755654
74	0.134024243
75	0.1331518692
76	0.1324890955
77	0.1317139152
78	0.1311543943
79	0.1304231899
80	0.1296396247
81	0.1292177239
82	0.1284569823
83	0.1277649486
84	0.1272968975
85	0.1267426547
86	0.1261571711
87	0.1254808987
88	0.124854129
89	0.1243059362
90	0.1238316172
91	0.1233923205
92	0.1227335936
93	0.1222338175
94	0.1216630076
95	0.1212126658
96	0.120810616
97	0.1204276035
98	0.1198469779
99	0.1192811749
100	0.1187148166
101	0.1182862516
102	0.1177632342
103	0.117290985
104	0.1168774958
105	0.1164979304
106	0.1161572588
107	0.1157156813
108	0.1152798158
109	0.1148936322
110	0.1145000194
111	0.1141700665
112	0.1137231454
113	0.1133161755
114	0.1129205105
115	0.1125470953
116	0.1122057568
117	0.1118626329
118	0.1116520345
119	0.111415457
120	0.1110235179
121	0.1106926806
122	0.1102964474
123	0.1102285651
124	0.1098672508
125	0.1096015633
126	0.1092842303
127	0.1088600243
128	0.1084002442
129	0.1081379374
130	0.1078226699
131	0.1075269632
132	0.1072311803
133	0.1069658343
134	0.1066710528
135	0.1063774871
136	0.1060487349
137	0.1058344258
138	0.1055432119
139	0.1051710309
140	0.1049563603
141	0.1047074015
142	0.1045696767
143	0.1042549321
144	0.1039441128
145	0.1037323391
146	0.1034659689
147	0.1032302327
148	0.1029937717
149	0.1027486075
150	0.1025452479
151	0.1023052676
152	0.1021019875
153	0.1018749049
154	0.1015434511
155	0.1013002086
156	0.1010508208
157	0.1008415839
158	0.1006587829
159	0.1004213059
160	0.1001598286
161	0.09991249048
162	0.09981013765
163	0.09955956516
164	0.09921787739
165	0.09895933218
166	0.09857828465
167	0.09842326505
168	0.09821361879
169	0.09804029336
170	0.09774294089
171	0.0975865145
172	0.09741861043
173	0.09717522123
174	0.09696231278
175	0.09670741046
176	0.09645913636
177	0.09625402601
178	0.09611807971
179	0.09593749177
180	0.09588662041
181	0.09567699816
182	0.09544695068
183	0.09523443823
184	0.09500740792
185	0.0947587392
186	0.09448899358
187	0.09433784884
188	0.09424673083
189	0.09405411323
190	0.09382640081
191	0.09378005538
192	0.09361174159
193	0.09339277852
194	0.09326351758
195	0.09300971056
196	0.0927957723
197	0.09255184087
198	0.09231219044
199	0.09220222495
200	0.09195597083
201	0.09176875683
202	0.09152797311
203	0.09130770345
204	0.09112712192
205	0.09100272086
206	0.09087407
207	0.0905800185
208	0.09027589141
209	0.09017416386
210	0.08988918045
211	0.08963576444
212	0.08935993459
213	0.08922410744
214	0.0890334077
215	0.08885960324
216	0.08881248375
217	0.08861980162
218	0.08839367268
219	0.08819582767
220	0.08796764395
221	0.08781455206
222	0.08761140021
223	0.08740425005
224	0.08730618281
225	0.08717309341
226	0.08700616942
227	0.08679533717
228	0.08660714427
229	0.08634044225
230	0.08629234221
231	0.08608733532
232	0.08593687563
233	0.08589956275
234	0.0856979608
235	0.0854635641
236	0.08530185309
237	0.08511372146
238	0.08507357907
239	0.08489460259
240	0.0847230974
241	0.08455620637
242	0.08438495703
243	0.08425963979
244	0.08412415027
245	0.08402059911
246	0.0838992299
247	0.0836689511
248	0.08352864474
249	0.08334371002
250	0.08327168083
251	0.08309818736
252	0.08300589936
253	0.08289250197
254	0.08280590128
255	0.08266796209
256	0.08254826562
257	0.08231711335
258	0.08213620817
259	0.0819423807
260	0.08173830721
261	0.0816546205
262	0.08160737719
263	0.0814339348
264	0.08129769408
265	0.08126758624
266	0.08110571923
267	0.08094589585
268	0.08073141991
269	0.08062403415
270	0.080558391
271	0.08040827569
272	0.08026377181
273	0.08012261212
274	0.07998648163
275	0.07982326265
276	0.07970552104
277	0.07959370947
278	0.07943452956
279	0.07928444943
280	0.07909939014
281	0.07897807544
282	0.07892654288
283	0.07881626186
284	0.07875974536
285	0.07862413878
286	0.07851403039
287	0.07847594047
288	0.07829631315
289	0.07812303879
290	0.07800971601
291	0.07788678719
292	0.07778598782
293	0.07765949273
294	0.07750119298
295	0.07738150535
296	0.07727035106
297	0.07715943562
298	0.07697934102
299	0.07691145639
300	0.0768135385
301	0.07677837448
302	0.07665608905
303	0.07656023101
304	0.07642588975
305	0.07639672964
306	0.076282766
307	0.07605601589
308	0.07590131835
309	0.07576368488
310	0.07566902606
311	0.07552592989
312	0.07544091397
313	0.0752896744
314	0.07522919472
315	0.0751285719
316	0.07506824212
317	0.07494791912
318	0.07487543591
319	0.07478772549
320	0.07472407953
321	0.07455272923
322	0.07448530675
323	0.07442117925
324	0.07431634311
325	0.07412270658
326	0.07401094665
327	0.07387015918
328	0.07382055178
329	0.07365713088
330	0.07351180373
331	0.07349059818
332	0.07345037332
333	0.07337088364
334	0.07325576088
335	0.07313973058
336	0.07308149761
337	0.07289476394
338	0.07276657094
339	0.07271984154
340	0.0726289183
341	0.07249960286
342	0.07235479017
343	0.07224567515
344	0.07216135997
345	0.07208875131
346	0.07199044805
347	0.07184032482
348	0.07166740399
349	0.07158748531
350	0.07143243149
351	0.07138476479
352	0.07121531324
353	0.07118589022
354	0.07107053378
355	0.07097835338
356	0.07088877585
357	0.07078378359
358	0.07066738693
359	0.07055913432
360	0.07040585022
361	0.0703789499
362	0.07028970612
363	0.07019824115
364	0.07007371884
365	0.06985621883
366	0.06972200224
367	0.06969865594
368	0.06959291377
369	0.06955013786
370	0.06950030757
371	0.06932531755
372	0.06920003688
373	0.0691789264
374	0.06908610774
375	0.06907500184
376	0.06899121592
377	0.06890482761
378	0.06878214181
379	0.0686484623
380	0.0686349004
381	0.06854068264
382	0.06842975965
383	0.06841666969
384	0.0683796794
385	0.06829710262
386	0.06823273797
387	0.0681406801
388	0.06806205671
389	0.06798330647
390	0.06785964136
391	0.06784784019
392	0.06782368524
393	0.06780188338
394	0.06772857589
395	0.06770617918
396	0.06764755775
397	0.06763625809
398	0.06756312259
399	0.06743752456
400	0.0673620811
401	0.06719363225
402	0.06710433524
403	0.06705333324
404	0.06704421574
405	0.06691340931
406	0.06686487681
407	0.06675874771
408	0.0666813637
409	0.06653408723
410	0.06643545538
411	0.06632975372
412	0.06631905094
413	0.06621279779
414	0.06603642252
415	0.06596659434
416	0.06586603806
417	0.06577909646
418	0.0656763332
419	0.06558390258
420	0.06548765024
421	0.06545059693
422	0.06541112324
423	0.06535953803
424	0.06523709604
425	0.0651527982
426	0.0650792812
427	0.06497428802
428	0.06496333487
429	0.06478444036
430	0.06467612719
431	0.06465493649
432	0.06451016337
433	0.06450068866
434	0.06438860545
435	0.06430807639
436	0.06419834262
437	0.0641784868
438	0.06403694209
439	0.06399244194
440	0.06392879748
441	0.06387256672
442	0.06375119475
443	0.06366804738
444	0.06353456987
445	0.0635011112
446	0.06345734139
447	0.06338230493
448	0.06328800779
449	0.06326734955
450	0.06318942136
451	0.06311728845
452	0.06304321141
453	0.06290985672
454	0.06289207969
455	0.06281316702
456	0.06275790577
457	0.06266346975
458	0.06256886826
459	0.06247125532
460	0.06238434179
461	0.06231896972
462	0.06222363287
463	0.06211316844
464	0.06210274415
465	0.06200139168
466	0.06193922461
467	0.06183771978
468	0.06172030868
469	0.06164207177
470	0.0615516916
471	0.06154461446
472	0.06153198914
473	0.06152412663
474	0.06150755231
475	0.06143412699
476	0.0614179095
477	0.06135464645
478	0.06126002054
479	0.06116238864
480	0.06104211066
481	0.06096391964
482	0.06090530902
483	0.06078203601
484	0.06070691108
485	0.06062808362
486	0.06055359066
487	0.06046115256
488	0.0604036004
489	0.0603905576
490	0.06038266454
491	0.06029658032
492	0.06024117124
493	0.06013393865
494	0.0601277283
495	0.06005433709
496	0.06004247725
497	0.05996600908
498	0.05993451596
499	0.05987922341
500	0.05977588437
501	0.05971049584
502	0.05962491337
503	0.05957301198
504	0.0594425668
505	0.05933457924
506	0.05932100264
507	0.05921497197
508	0.05911359724
509	0.05902902424
510	0.05893878002
511	0.05886125997
512	0.05874471069
513	0.05873589582
514	0.05860753203
515	0.05859946823
516	0.0585347017
517	0.05845495029
518	0.05844406267
519	0.05837369338
520	0.05831002246
521	0.05824919118
522	0.0581640062
523	0.0580878442
524	0.05801921394
525	0.05794616435
526	0.05784722893
527	0.05775918106
528	0.0576731852
529	0.05762488572
530	0.05756665955
531	0.05749046172
532	0.05737460218
533	0.05731662006
534	0.05724620847
535	0.05718234327
536	0.05716800116
537	0.057104186
538	0.05704232513
539	0.05696130302
540	0.0569091517
541	0.05690195634
542	0.05683289051
543	0.05682273916
544	0.05681358715
545	0.05676334287
546	0.0566915158
547	0.05668216864
548	0.05661902286
549	0.0565409518
550	0.05644731674
551	0.05639005953
552	0.0563363411
553	0.05630199408
554	0.05621683221
555	0.05616759875
556	0.05608967555
557	0.05600071219
558	0.05588420425
559	0.05587447522
560	0.05581798101
561	0.05570005863
562	0.05559401307
563	0.05558606171
564	0.05550168231
565	0.05543477037
566	0.05536962245
567	0.0552996659
568	0.05526629246
569	0.05518119914
570	0.05513254663
571	0.05503917329
572	0.05499095332
573	0.05498460516
574	0.05488135879
575	0.05487159963
576	0.05480544468
577	0.05472320623
578	0.05469519624
579	0.05462983366
580	0.05453177189
581	0.05447567272
582	0.05440485961
583	0.05434903691
584	0.0542660676
585	0.0542079574
586	0.05416876102
587	0.05410233
588	0.05405522663
589	0.05402509528
590	0.0539237781
591	0.0538623891
592	0.05378409727
593	0.05370632053
594	0.05363199986
595	0.05356628004
596	0.05349316847
597	0.05340916897
598	0.05340054404
599	0.05337204296
600	0.05333502363
601	0.05326083417
602	0.05322681771
603	0.05316711586
604	0.0531285774
605	0.05306362869
606	0.053056631
607	0.05304773017
608	0.05297851964
609	0.0529349604
610	0.05292910205
611	0.05284894968
612	0.05278385648
613	0.05277725888
614	0.05270292536
615	0.05265174476
616	0.05256600201
617	0.05249950619
618	0.05242667925
619	0.05237718525
620	0.05232388283
621	0.05227715587
622	0.05220423165
623	0.05210475713
624	0.05204355423
625	0.05203645536
626	0.05195714107
627	0.05188258606
628	0.05181222921
629	0.05173488651
630	0.0517292759
631	0.05171705177
632	0.05167037336
633	0.05160924402
634	0.05154048667
635	0.05147605115
636	0.05142979307
637	0.05142376599
638	0.0513976465
639	0.05131556159
640	0.05126055849
641	0.05117649461
642	0.05113772895
643	0.05106500794
644	0.05100045638
645	0.05094521392
646	0.05088840185
647	0.05087999795
648	0.05080038256
649	0.05079408925
650	0.05072611047
651	0.05066826954
652	0.05062267196
653	0.05054694777
654	0.05047401146
655	0.05042340938
656	0.05036554696
657	0.05032755236
658	0.05024373833
659	0.05019986806
660	0.05012533372
661	0.05008333039
662	0.05001441556
663	0.04997024617
664	0.04990056855
665	0.0498452045
666	0.04980989365
667	0.04975094181
668	0.04967824983
669	0.04960930631
670	0.0495549001
671	0.04949080593
672	0.04943864656
673	0.04941571556
674	0.04934680768
675	0.04934096712
676	0.04930637075
677	0.04926267638
678	0.0491842074
679	0.04911732819
680	0.04904951789
681	0.0489926277
682	0.0489243531
683	0.04887029962
684	0.04881759658
685	0.0487917319
686	0.04871743719
687	0.04870971947
688	0.04865586807
689	0.04856140866
690	0.04849198918
691	0.0484300007
692	0.04836784514
693	0.04835133411
694	0.04831229282
695	0.04828351973
696	0.04822744273
697	0.04816662956
698	0.04815090328
699	0.04809976463
700	0.04803350696
701	0.0479567735
702	0.047913786
703	0.04788482648
704	0.04780799371
705	0.04772382038
706	0.04769288006
707	0.0476369033
708	0.0475942993
709	0.04758849147
710	0.04754305939
711	0.04748126117
712	0.04744092691
713	0.04738457034
714	0.04734228094
715	0.04727517461
716	0.04721778854
717	0.04715746866
718	0.04712350317
719	0.0470725213
720	0.04701098862
721	0.04693098393
722	0.04687647998
723	0.04680638156
724	0.04679655135
725	0.04673322075
726	0.04667817953
727	0.04663452291
728	0.04657159895
729	0.04653920004
730	0.04647511601
731	0.04640545711
732	0.04629031628
733	0.04620603797
734	0.04615521567
735	0.04609607054
736	0.04607856498
737	0.04603307173
738	0.0459720475
739	0.04592220343
740	0.04591308865
741	0.04586621355
742	0.0458091128
743	0.04580285542
744	0.04576151254
745	0.04572735866
746	0.04569339501
747	0.04567846452
748	0.04560649854
749	0.0455286838
750	0.0455057716
751	0.0454436414
752	0.04538376063
753	0.04531514074
754	0.04530812877
755	0.0453030067
756	0.04524180286
757	0.04515851732
758	0.04510576188
759	0.0450596955
760	0.04498942124
761	0.04498488393
762	0.0449339253
763	0.04488634994
764	0.04483586853
765	0.04479951265
766	0.04477679972
767	0.04471149021
768	0.04465175304
769	0.04459262384
770	0.04454072568
771	0.04448859128
772	0.04447207497
773	0.04442537582
774	0.04442079174
775	0.04439235197
776	0.04435185211
777	0.04434168322
778	0.04429464782
779	0.04424021254
780	0.04421173828
781	0.04417676983
782	0.04417174487
783	0.04411453008
784	0.04406540744
785	0.04401237765
786	0.04395881424
787	0.04391970059
788	0.04386938716
789	0.04379569693
790	0.04374578425
791	0.04371112195
792	0.04370705326
793	0.04368732009
794	0.04364241834
795	0.04360370088
796	0.04359894254
797	0.04359424979
798	0.04354395312
799	0.04347255538
800	0.04342392799
801	0.04336383314
802	0.04331987437
803	0.04329803599
804	0.04324285699
805	0.04317401614
806	0.04311339933
807	0.04310885016
808	0.0430324477
809	0.04300437924
810	0.04300004096
811	0.04294970413
812	0.04290946309
813	0.04286762155
814	0.04286343624
815	0.04281827486
816	0.04274583083
817	0.04273244999
818	0.04266962591
819	0.04264587859
820	0.04259556021
821	0.04252397001
822	0.04252057528
823	0.04246587578
824	0.04237945389
825	0.04232365274
826	0.04229559118
827	0.04225319556
828	0.04224140274
829	0.04217237675
830	0.0421298348
831	0.04206011607
832	0.04201990752
833	0.04196062078
834	0.04190026564
835	0.0418621178
836	0.04183155314
837	0.04182814223
838	0.04182343537
839	0.0417633306
840	0.04174295974
841	0.04171218552
842	0.04167548196
843	0.04161743132
844	0.04158359325
845	0.04156836064
846	0.04151368718
847	0.04145777341
848	0.04141464896
849	0.04135336148
850	0.04130067163
851	0.04127149042
852	0.04120957772
853	0.04117066875
854	0.04111695374
855	0.04111260461
856	0.04108967144
857	0.04108332272
858	0.0410097593
859	0.04099005286
860	0.04095136838
861	0.04091848875
862	0.04088985855
863	0.04084700367
864	0.04075602809
865	0.04071510965
866	0.04070082243
867	0.04067555058
868	0.04063773422
869	0.04059936093
870	0.04053966629
871	0.04051031838
872	0.04045814957
873	0.04041576238
874	0.04038193934
875	0.0403562013
876	0.04029223847
877	0.04022529762
878	0.04022246891
879	0.04017212408
880	0.04012622665
881	0.04007465952
882	0.04004378897
883	0.04001569843
884	0.0399865979
885	0.03994842434
886	0.03992531053
887	0.03986735097
888	0.0398153234
889	0.03977047334
890	0.03972340893
891	0.03969412319
892	0.0396389475
893	0.0396363783
894	0.03958521301
895	0.03955916156
896	0.03952479787
897	0.0394896525
898	0.03944345867
899	0.03944092093
900	0.03942924808
901	0.03940515577
902	0.03936156296
903	0.03935035901
904	0.03934691418
905	0.03929991699
906	0.03926194226
907	0.03921648847
908	0.03915824292
909	0.03912730524
910	0.0391230815
911	0.03907943648
912	0.03904993997
913	0.03900648887
914	0.03896310727
915	0.03892650697
916	0.03889117363
917	0.03884226485
918	0.0388398995
919	0.03880611859
920	0.03877738115
921	0.03873672165
922	0.03868217175
923	0.03865759446
924	0.0386137054
925	0.03857376622
926	0.03852038379
927	0.03849976656
928	0.03846945675
929	0.03843956639
930	0.03842217422
931	0.03837964748
932	0.03834773102
933	0.03832892389
934	0.03829291495
935	0.03823117683
936	0.03822604634
937	0.03818775849
938	0.03814604525
939	0.03814182177
940	0.03811516376
941	0.03808640663
942	0.03803222381
943	0.03796674528
944	0.03792963244
945	0.03788745168
946	0.03786203556
947	0.03783003189
948	0.03778157294
949	0.03775270328
950	0.03772163977
951	0.03768493018
952	0.03768242773
953	0.03765666865
954	0.03765200824
955	0.03756955101
956	0.03752613982
957	0.03749173084
958	0.03741584985
959	0.03737815321
960	0.03735616467
961	0.03735199004
962	0.03729201488
963	0.03724860508
964	0.03722257307
965	0.03718707177
966	0.03714699357
967	0.03709344013
968	0.03704398003
969	0.03702462913
970	0.03696243448
971	0.03692572093
972	0.03688828383
973	0.03684894862
974	0.03683062163
975	0.03681637463
976	0.03681320251
977	0.03678920045
978	0.03674170944
979	0.03667318876
980	0.03664405007
981	0.03661903735
982	0.03658255048
983	0.03654808632
984	0.03650733497
985	0.03644833505
986	0.03644571551
987	0.03641275081
988	0.03639527448
989	0.03639248708
990	0.03635771601
991	0.03631627204
992	0.03624731454
993	0.03619297104
994	0.03619072701
995	0.03616110201
996	0.03615902113
997	0.03612367024
998	0.03607080566
999	0.03602240355
